"","x"
"3909","Igfbp6"
"3910","Mrpl35"
"3911","Zfc3h1"
"3912","Uap1"
"3913","Preb"
"3914","Atg2b"
"3915","Ttc4"
"3916","Nampt"
"3917","Ep300"
"3918","Derl1"
"3919","Sec61a1"
"3920","Cdh8"
"3921","Pias1"
"3922","Xbp1"
"3923","Rif1"
"3924","Ap1m1"
"3925","Desi1"
"3926","Cluh"
"3927","Rbm22"
"3928","Zdhhc14"
"3929","Abcf3"
"3930","Trpm7"
"3931","Etv5"
"3932","Parm1"
"3933","Smarcd1"
"3934","Eif3b"
"3935","Dkc1"
"3936","Snx14"
"3937","Sall2"
"3938","Nudt19"
"3939","Creb1"
"3940","Sgk1"
"3941","Mysm1"
"3942","Ehmt2"
"3943","Mical3"
"3944","Nptx2"
"3945","Mast4"
"3946","Sp3"
"3947","Rprd2"
"3948","Atp11b"
"3949","Hecw1"
"3950","Cpne5"
"3951","Coq9"
"3952","Extl2"
"3953","Ocrl"
"3954","Slc7a8"
"3955","Limk2"
"3956","Phf14"
"3957","Tecpr2"
"3958","Dbnl"
"3959","Nfat5"
"3960","Ift172"
"3961","Dlgap2"
"3962","Kif3b"
"3963","Nsun2"
"3964","Mpp5"
"3965","Synrg"
"3966","Sacm1l"
"3967","Btrc"
"3968","Krit1"
"3969","Ppp6r3"
"3970","Cdk7"
"3971","Sde2"
"3972","Trappc12"
"3973","Pepd"
"3974","Ube2g1"
"3975","Syt3"
"3976","Api5"
"3977","Ephb6"
"3978","Tnrc18"
"3979","Clvs2"
"3980","Grm7"
"3981","Grn"
"3982","Ppp1r21"
"3983","Stam"
"3984","Csmd1"
"3985","Xpo6"
"3986","Cask"
"3987","Setbp1"
"3988","Prpf39"
"3989","Flrt3"
"3990","Coq5"
"3991","Btbd2"
"3992","Acvr1"
"3993","Zkscan1"
"3994","Gba2"
"3995","Atl2"
"3996","Mpdz"
"3997","Hlf"
"3998","Galntl6"
"3999","Vps13b"
"4000","Usf2"
"4001","Abca5"
"4002","Lrrc49"
"4003","Epc2"
"4004","Ablim1"
"4005","Spata2"
"4006","Col4a3bp"
"4007","Trpc5"
"4008","Kat6b"
"4009","Lrp6"
"4010","Irf2bp2"
"4011","Dlg2"
"4012","Cyb5r3"
"4013","Jakmip1"
"4014","Shoc2"
"4015","Fmn2"
"4016","Nipa2"
"4017","Bbx"
"4018","Fxr2"
"4019","Phc2"
"4020","Arhgef3"
"4021","Raf1"
"4022","Syt17"
"4023","Btg1"
"4024","Abhd16a"
"4025","St3gal2"
"4026","Ing2"
"4027","Fbxw5"
"4028","Tmcc2"
"4029","Smarcal1"
"4030","Egr4"
"4031","Ppip5k1"
"4032","Sidt2"
"4033","Dstyk"
"4034","Gcn1l1"
"4035","Cggbp1"
"4036","Rab9b"
"4037","Fbxo38"
"4038","Cdc27"
"4039","Btg2"
"4040","Pacs1"
"4041","Ugt8a"
"4042","Wdr18"
"4043","Slc2a6"
"4044","Kcnc3"
"4045","Tbc1d15"
"4046","Sec23ip"
"4047","Lsm14a"
"4048","Lonrf1"
"4049","Oprl1"
"4050","Wdr73"
"4051","Npr3"
"4052","Armcx4"
"4053","Mex3b"
"4054","Rictor"
"4055","Dr1"
"4056","Map7"
"4057","Mphosph9"
"4058","Uri1"
"4059","Rnf168"
"4060","Bicd1"
"4061","Dcaf11"
"4062","Unc13b"
"4063","Wscd2"
"4064","Rlim"
"4065","Acadsb"
"4066","Prkab2"
"4067","U2af2"
"4068","Srp68"
"4069","Smg6"
"4070","Trappc8"
"4071","Spast"
"4072","Tars"
"4073","Tmem200a"
"4074","Cdk12"
"4075","Tfam"
"4076","Pikfyve"
"4077","Slc36a1"
"4078","Nob1"
"4079","Tpp1"
"4080","Grk6"
"4081","Znrf1"
"4082","Hrk"
"4083","Pik3c3"
"4084","Cnot6l"
"4085","Rnf182"
"4086","Tmem170b"
"4087","Zc3h7a"
"4088","Ecd"
"4089","Paqr4"
"4090","Ccdc149"
"4091","Pef1"
"4092","S100b"
"4093","Sgsm3"
"4094","Sos1"
"4095","Zfp251"
"4096","Fam104a"
"4097","Hsd17b7"
"4098","Slit1"
"4099","Tada2a"
"4100","Cant1"
"4101","Mrpl37"
"4102","Dzip1"
"4103","Cacnb2"
"4104","Pdp1"
"4105","Aacs"
"4106","Prmt7"
"4107","Exoc2"
"4108","Igf1r"
"4109","Ptprz1"
"4110","Herpud2"
"4111","Wrnip1"
"4112","Uggt1"
"4113","Myh9"
"4114","St8sia1"
"4115","Get4"
"4116","Dnaja3"
"4117","Rexo1"
"4118","Brox"
"4119","Mpped2"
"4120","Tmcc3"
"4121","Coa5"
"4122","Dnajc27"
"4123","Mctp1"
"4124","Ap3s2"
"4125","Faxc"
"4126","Tmed8"
"4127","Ttc39c"
"4128","Cpsf1"
"4129","Asb8"
"4130","Gpn1"
"4131","Mrpl9"
"4132","Klhl24"
"4133","B3galt5"
"4134","Nucb1"
"4135","Srebf2"
"4136","Slc30a5"
"4137","Grin2a"
"4138","Mdm2"
"4139","Arfgap2"
"4140","Zfp740"
"4141","Rnf214"
"4142","Hs2st1"
"4143","Sec24c"
"4144","Psat1"
"4145","Nrg3"
"4146","Ebpl"
"4147","Kcnk2"
"4148","Bcas3"
"4149","Phlpp2"
"4150","Tsc22d3"
"4151","Dda1"
"4152","Hyou1"
"4153","Blmh"
"4154","Gigyf1"
"4155","Pitpnm1"
"4156","Gmps"
"4157","Ranbp3"
"4158","Gpatch1"
"4159","Psmd5"
"4160","Grik2"
"4161","Xrn1"
"4162","Iars"
"4163","Hrh3"
"4164","Rfx3"
"4165","Pcp4l1"
"4166","Htr1a"
"4167","Eif2b1"
"4168","Cd3eap"
"4169","Agfg1"
"4170","Men1"
"4171","Abcg4"
"4172","Ino80d"
"4173","Sfxn4"
"4174","Aar2"
"4175","Cenpc1"
"4176","Lrrc59"
"4177","Ddx41"
"4178","Lgi3"
"4179","Gng7"
"4180","Vps11"
"4181","Sema7a"
"4182","Ints10"
"4183","Urgcp"
"4184","Papd5"
"4185","Ddx56"
"4186","Cox10"
"4187","Pogz"
"4188","Lrrc8d"
"4189","Gspt2"
"4190","Nol12"
"4191","Zfp354c"
"4192","Sec22a"
"4193","Tex10"
"4194","Ptpn3"
"4195","Cdh10"
"4196","Adck1"
"4197","Eml2"
"4198","Ampd2"
"4199","Mgat2"
"4200","Dhx57"
"4201","Clk3"
"4202","Cyp51"
"4203","Ranbp10"
"4204","Rspry1"
"4205","Zmat4"
"4206","Atg13"
"4207","Ranbp6"
"4208","Rbm33"
"4209","Arhgef11"
"4210","Nck2"
"4211","Eif4enif1"
"4212","Cbll1"
"4213","Herpud1"
"4214","Smc2"
"4215","Rabepk"
"4216","Ubqln4"
"4217","Dhx40"
"4218","Pnrc2"
"4219","Hey1"
"4220","Grpel2"
"4221","Pank2"
"4222","Cotl1"
"4223","Pcf11"
"4224","Actr8"
"4225","Tapt1"
"4226","Plat"
"4227","Dnajc14"
"4228","Lasp1"
"4229","Hdac5"
"4230","Heatr5b"
"4231","Kat2a"
"4232","Enah"
"4233","Itga4"
"4234","Ap3m1"
"4235","Fkrp"
"4236","Ncln"
"4237","Mfhas1"
"4238","Acvr1c"
"4239","Alkbh5"
"4240","Vcl"
"4241","Tubgcp5"
"4242","Ccdc6"
"4243","Zfyve28"
"4244","Rc3h1"
"4245","Aff3"
"4246","Cnih4"
"4247","Ptbp3"
"4248","Mapk4"
"4249","Tbc1d17"
"4250","Usp24"
"4251","Adra2c"
"4252","Casc3"
"4253","Zdhhc8"
"4254","Slc43a2"
"4255","Dcun1d2"
"4256","Ptrhd1"
"4257","Twf1"
"4258","Rprm"
"4259","Spns2"
"4260","Chfr"
"4261","Wdr11"
"4262","Hunk"
"4263","Ptpn12"
"4264","Acvr2a"
"4265","Txlna"
"4266","Birc2"
"4267","Map1s"
"4268","Abcb8"
"4269","Xab2"
"4270","Tkt"
"4271","Nf1"
"4272","Ctnnbl1"
"4273","Sgsm2"
"4274","Sap30bp"
"4275","Gdap2"
"4276","Fam169a"
"4277","Ormdl3"
"4278","Gatad2b"
"4279","Ephb3"
"4280","Derl2"
"4281","Arfgef2"
"4282","Onecut2"
"4283","Rrm2b"
"4284","Pygb"
"4285","Sap18"
"4286","Slc25a19"
"4287","Ptprr"
"4288","Hsdl1"
"4289","Ctnna2"
"4290","Akt2"
"4291","Atxn7"
"4292","Scaf8"
"4293","Tsc1"
"4294","Kif1c"
"4295","Lysmd4"
"4296","Pttg1ip"
"4297","Fsd1"
"4298","Alg1"
"4299","Nlgn2"
"4300","Nav2"
"4301","Cdk8"
"4302","Vps8"
"4303","Smad3"
"4304","Rbm10"
"4305","Ddx10"
"4306","Leprot"
"4307","Msh2"
"4308","Cbl"
"4309","B4galnt4"
"4310","Enox1"
"4311","Dennd1a"
"4312","Dcaf10"
"4313","Satb1"
"4314","Kcnq5"
"4315","Ftsj3"
"4316","Poglut1"
"4317","Pdzd4"
"4318","Arhgef26"
"4319","Atp13a1"
"4320","Letmd1"
"4321","Ubac2"
"4322","Pnpla6"
"4323","Psmf1"
"4324","Nelfb"
"4325","Tubgcp3"
"4326","Usp1"
"4327","Bysl"
"4328","Ubr7"
"4329","Rnf123"
"4330","Chst11"
"4331","Flcn"
"4332","Chst8"
"4333","Mcl1"
"4334","Ehd1"
"4335","Dtnb"
"4336","Rab35"
"4337","Rnf19b"
"4338","Sephs2"
"4339","Arl4a"
"4340","Ptpdc1"
"4341","Tspyl3"
"4342","Mbd5"
"4343","Phf12"
"4344","Fam135a"
"4345","Dpysl4"
"4346","Wdr70"
"4347","Crcp"
"4348","Sec16a"
"4349","Csmd2"
"4350","Ptpro"
"4351","Cdkn2aipnl"
"4352","Mtpap"
"4353","Slc9a2"
"4354","Fam114a2"
"4355","Ubxn2b"
"4356","Myo6"
"4357","Cdc42bpb"
"4358","Mars"
"4359","Lmbrd2"
"4360","Klhl29"
"4361","Scube1"
"4362","Med23"
"4363","Tarsl2"
"4364","Med16"
"4365","Cog1"
"4366","Uspl1"
"4367","Paip2b"
"4368","Desi2"
"4369","Sdad1"
"4370","Dus1l"
"4371","Dnpep"
"4372","Txnrd1"
"4373","Hltf"
"4374","Neurl1b"
"4375","Lman2l"
"4376","Sema4a"
"4377","Per2"
"4378","Ash2l"
"4379","Parg"
"4380","Osbpl11"
"4381","Sbk1"
"4382","Nup85"
"4383","Lyst"
"4384","Hdac6"
"4385","Ece1"
"4386","Utp14a"
"4387","Slc25a39"
"4388","Lrig2"
"4389","Fam174b"
"4390","Synj2"
"4391","Fam110b"
"4392","Zzz3"
"4393","Amer2"
"4394","Ets2"
"4395","Erlin2"
"4396","Rgl1"
"4397","Ercc3"
"4398","Vprbp"
"4399","Ptprk"
"4400","Dennd4a"
"4401","Kctd10"
"4402","Etfdh"
"4403","Wnt4"
"4404","Rgs8"
"4405","Flnb"
"4406","Zmpste24"
"4407","Proser1"
"4408","Nhsl1"
"4409","Grm3"
"4410","Fkbp5"
"4411","Isyna1"
"4412","Ankle2"
"4413","Hibadh"
"4414","Dgkh"
"4415","Fam135b"
"4416","Galnt7"
"4417","Carm1"
"4418","Kcnc1"
"4419","Zfp770"
"4420","Slc4a1ap"
"4421","Olfml2b"
"4422","Rbbp5"
"4423","Csnk1g2"
"4424","Itgb1"
"4425","Zcchc8"
"4426","Cacul1"
"4427","Fam43b"
"4428","Gosr1"
"4429","Naa30"
"4430","Tubgcp2"
"4431","Atmin"
"4432","Inpp5a"
"4433","Thnsl1"
"4434","Tcof1"
"4435","Lhpp"
"4436","Kdm2b"
"4437","Tbcd"
"4438","Tmem169"
"4439","Ino80"
"4440","Trmt1l"
"4441","Bcl2l13"
"4442","Fcho1"
"4443","Cdc25b"
"4444","Scrn3"
"4445","Irs2"
"4446","Hs3st1"
"4447","Slc1a4"
"4448","Ints8"
"4449","Srprb"
"4450","Dlc1"
"4451","Ascc3"
"4452","Rufy1"
"4453","Tmem109"
"4454","Zdhhc5"
"4455","Mib2"
"4456","Taz"
"4457","Cep120"
"4458","Mcu"
"4459","Ero1l"
"4460","Pck2"
"4461","Fbxl6"
"4462","Fam172a"
"4463","Nvl"
"4464","Elovl5"
"4465","Cacna1i"
"4466","Anapc7"
"4467","Ddx49"
"4468","Thbs3"
"4469","Dnajb2"
"4470","Gpalpp1"
"4471","Gatsl2"
"4472","Reep3"
"4473","Atg4b"
"4474","Vtn"
"4475","Bbs1"
"4476","Ppargc1b"
"4477","Dcp2"
"4478","Rap1gap2"
"4479","Zfp346"
"4480","Sntg1"
"4481","Usp42"
"4482","Cachd1"
"4483","Fam102a"
"4484","Prkar2a"
"4485","Tpst1"
"4486","Slc6a1"
"4487","Cog3"
"4488","Nfx1"
"4489","Rundc1"
"4490","Jdp2"
"4491","Dgkq"
"4492","Spg21"
"4493","Slc20a2"
"4494","Lonrf2"
"4495","Srrm3"
"4496","Irf2bp1"
"4497","Kat6a"
"4498","Nup214"
"4499","Tbcc"
"4500","Smyd5"
"4501","Zdhhc6"
"4502","Usp37"
"4503","Sertad2"
"4504","Gnal"
"4505","Lrrc10b"
"4506","Ntsr2"
"4507","Phf23"
"4508","Dennd6b"
"4509","Slc7a1"
"4510","Sergef"
"4511","Gpbp1l1"
"4512","Col4a2"
"4513","Pcbp3"
"4514","Glcci1"
"4515","Ppwd1"
"4516","Mtmr12"
"4517","Riok1"
"4518","Ogfod2"
"4519","Usp39"
"4520","Ache"
"4521","Usp38"
"4522","Fads1"
"4523","Paxip1"
"4524","Ano4"
"4525","Chpf2"
"4526","Bckdk"
"4527","Lrrc45"
"4528","Polr3h"
"4529","Ncam2"
"4530","Flad1"
"4531","Tada3"
"4532","Blzf1"
"4533","Pgr"
"4534","Pitpnc1"
"4535","Kdm6a"
"4536","Mtss1"
"4537","Slc38a9"
"4538","Jakmip3"
"4539","Mios"
"4540","Slc25a28"
"4541","Inpp1"
"4542","Max"
"4543","Ahdc1"
"4544","Naa40"
"4545","Mfap3"
"4546","Icmt"
"4547","Man1b1"
"4548","Rabgef1"
"4549","Eif2ak1"
"4550","Slc30a1"
"4551","Map6d1"
"4552","Wwp1"
"4553","Dgat1"
"4554","Lats1"
"4555","Fbxw9"
"4556","Srgap1"
"4557","Mkrn2"
"4558","Kif21b"
"4559","Rspo2"
"4560","Abt1"
"4561","Scyl1"
"4562","Jak2"
"4563","Kirrel3"
"4564","Hs6st1"
"4565","Ccdc71l"
"4566","Utp15"
"4567","Gcdh"
"4568","Abcc8"
"4569","Gpr19"
"4570","Zfp609"
"4571","Chtf8"
"4572","Zc4h2"
"4573","Slc38a10"
"4574","Sirt7"
"4575","Megf11"
"4576","Nsdhl"
"4577","Ctps2"
"4578","Mus81"
"4579","Mboat2"
"4580","Map3k4"
"4581","Taf9b"
"4582","Mmaa"
"4583","Pwp2"
"4584","Tcaim"
"4585","Ptges2"
"4586","Uba6"
"4587","Cldn12"
"4588","Ngly1"
"4589","Stam2"
"4590","Dgcr14"
"4591","Nif3l1"
"4592","Tox3"
"4593","Arfgap3"
"4594","Rprd1b"
"4595","Smad7"
"4596","Ints6"
"4597","E330033b04rik"
"4598","Hbp1"
"4599","Fam13a"
"4600","Mccc2"
"4601","Tbc1d32"
"4602","Ttc27"
"4603","Islr2"
"4604","Alkbh8"
"4605","Brpf1"
"4606","Zfp46"
"4607","Tbc1d9"
"4608","Drd5"
"4609","Exog"
"4610","Xk"
"4611","Trim23"
"4612","Ppp3cc"
"4613","Usp35"
"4614","Tor1aip1"
"4615","Dlk2"
"4616","Armc6"
"4617","Fads3"
"4618","Papolg"
"4619","Nr1d1"
"4620","Lrrc40"
"4621","Aldh6a1"
"4622","Pms2"
"4623","Ddit4"
"4624","Etv3"
"4625","Mtf1"
"4626","Aqr"
"4627","Dars2"
"4628","Pibf1"
"4629","Atp7a"
"4630","Prep"
"4631","Gtpbp1"
"4632","Usp12"
"4633","Panx1"
"4634","Rpap1"
"4635","Ext2"
"4636","Pcca"
"4637","Stk11"
"4638","Gal3st3"
"4639","Emb"
"4640","Zbtb17"
"4641","Ddit4l"
"4642","Cyb561d2"
"4643","Cstf1"
"4644","Cpne2"
"4645","Nbeal1"
"4646","Bloc1s6"
"4647","Tarbp2"
"4648","Rwdd4a"
"4649","Aco1"
"4650","Sema6c"
"4651","Maoa"
"4652","Rgl2"
"4653","Ip6k2"
"4654","Brf1"
"4655","Pus7"
"4656","Slc25a26"
"4657","Gabpb2"
"4658","Rfx1"
"4659","Serac1"
"4660","Slc39a9"
"4661","Phka2"
"4662","Arhgap17"
"4663","Edc3"
"4664","Zfp12"
"4665","Pex1"
"4666","Tmem150a"
"4667","Klf4"
"4668","Baiap2l1"
"4669","Npy2r"
"4670","Mn1"
"4671","Ttll11"
"4672","Pim3"
"4673","Nop2"
"4674","Usp40"
"4675","Lin54"
"4676","Mbd4"
"4677","Tmem198"
"4678","Zfp9"
"4679","Fbxw8"
"4680","Klhl28"
"4681","Fbxo42"
"4682","Tbrg4"
"4683","Fam207a"
"4684","Ptbp1"
"4685","Ttc9c"
"4686","Tapbp"
"4687","Grid1"
"4688","Ago4"
"4689","Fmnl2"
"4690","Traf3"
"4691","Trib2"
"4692","Tmem43"
"4693","Gorab"
"4694","Zdhhc7"
"4695","Rnf219"
"4696","Aaas"
"4697","Tpra1"
"4698","Lrba"
"4699","Rrp12"
"4700","Cyb561d1"
"4701","Bcar1"
"4702","Dpp8"
"4703","Slc15a4"
"4704","Fbn1"
"4705","Tsen2"
"4706","Heatr1"
"4707","Ttc17"
"4708","Fam217b"
"4709","Recql"
"4710","Spty2d1"
"4711","Pcyox1l"
"4712","Ell2"
"4713","Zfp236"
"4714","Chrnb2"
"4715","Pak6"
"4716","Kdm6b"
"4717","Urm1"
"4718","Wdr44"
"4719","Sike1"
"4720","Zfp317"
"4721","Ap5m1"
"4722","Nanos1"
"4723","Gsr"
"4724","Arsa"
"4725","Zswim1"
"4726","Tmem74"
"4727","Pcif1"
"4728","Phkb"
"4729","Csgalnact1"
"4730","Ciz1"
"4731","Ntn3"
"4732","Zc3h4"
"4733","Ltbp4"
"4734","Spice1"
"4735","Sh3pxd2a"
"4736","Slc39a13"
"4737","Lig3"
"4738","Slc7a3"
"4739","Nufip1"
"4740","P4ha2"
"4741","Lmf1"
"4742","Man2a1"
"4743","Trmt10b"
"4744","Pacrg"
"4745","Sec24a"
"4746","Ltk"
"4747","St3gal3"
"4748","Nab2"
"4749","Mccc1"
"4750","Prmt3"
"4751","Mid1ip1"
"4752","Rasl10b"
"4753","Slc9a9"
"4754","Ubap1"
"4755","Abca8b"
"4756","Cnnm3"
"4757","Rbpj"
"4758","Tspyl2"
"4759","Rnpepl1"
"4760","Abca1"
"4761","Scaf4"
"4762","Pde1b"
"4763","Fbrs"
"4764","Scrt1"
"4765","Usp3"
"4766","Unkl"
"4767","Tnks1bp1"
"4768","Pds5a"
"4769","Crtc2"
"4770","Cog2"
"4771","Zfp142"
"4772","Pltp"
"4773","Ss18"
"4774","Nup205"
"4775","Zfyve16"
"4776","Ubash3b"
"4777","Smg9"
"4778","Slain2"
"4779","Fchsd2"
"4780","Pgd"
"4781","Npr2"
"4782","Cbx7"
"4783","Cln8"
"4784","Ttf1"
"4785","Dhcr7"
"4786","Zfp36"
"4787","Ick"
"4788","Tsc22d4"
"4789","Plekha8"
"4790","Ap4e1"
"4791","Apaf1"
"4792","Dennd1b"
"4793","Smcr8"
"4794","Trub2"
"4795","Fam76b"
"4796","Mto1"
"4797","Adamts3"
"4798","Axin1"
"4799","Zfp629"
"4800","Slc35e4"
"4801","Aldh1b1"
"4802","Mgat4b"
"4803","Cdc7"
"4804","Slc39a14"
"4805","Mmp24"
"4806","Ncoa3"
"4807","Myh7"
"4808","Mdm4"
"4809","Ctns"
"4810","Cnot11"
"4811","Rab33b"
"4812","Mon1a"
"4813","Htr4"
"4814","Lrrk2"
"4815","Tmem115"
"4816","Zfp444"
"4817","Pcgf3"
"4818","Mllt1"
"4819","Pacs2"
"4820","Pmm2"
"4821","Zfp84"
"4822","Rreb1"
"4823","Crtc3"
"4824","Pik3ip1"
"4825","Stk11ip"
"4826","Itgbl1"
"4827","Wnt7b"
"4828","Nt5dc2"
"4829","Golim4"
"4830","Utp23"
"4831","Tmem44"
"4832","Sgpl1"
"4833","Lnpep"
"4834","Llgl1"
"4835","Gtf2e1"
"4836","Wwc1"
"4837","Cpne3"
"4838","Pik3c2b"
"4839","Man1c1"
"4840","Trit1"
"4841","Tmem185b"
"4842","Zmym1"
"4843","Zdhhc24"
"4844","Tsga10"
"4845","Scarb2"
"4846","Nars2"
"4847","Cc2d1b"
"4848","Nol9"
"4849","Dusp28"
"4850","Donson"
"4851","Nhlrc1"
"4852","Lrfn2"
"4853","Fmnl1"
"4854","Eefsec"
"4855","Xrcc1"
"4856","Rab36"
"4857","Trmu"
"4858","Slc9a4"
"4859","Uvrag"
"4860","Adcy5"
"4861","Pogk"
"4862","Zfp592"
"4863","Dck"
"4864","Cars2"
"4865","Coro1a"
"4866","Aph1a"
"4867","Wdr78"
"4868","Gpatch2"
"4869","Cuedc1"
"4870","Kdm4a"
"4871","Lrwd1"
"4872","Ptcd1"
"4873","Cald1"
"4874","Klhl21"
"4875","Wdr92"
"4876","Ppp1r15a"
"4877","Cebpd"
"4878","Zik1"
"4879","Hmgcll1"
"4880","Dgki"
"4881","Pcdh1"
"4882","Pik3cd"
"4883","Alg3"
"4884","Furin"
"4885","Zfp830"
"4886","Pxk"
"4887","Xpo5"
"4888","Taf5l"
"4889","Gxylt1"
"4890","Tceanc2"
"4891","Hsf1"
"4892","Acp6"
"4893","Ehbp1l1"
"4894","Tab1"
"4895","Golph3l"
"4896","Kif22"
"4897","Abcb10"
"4898","Rbmx2"
"4899","Trim11"
"4900","Abcd2"
"4901","Iqce"
"4902","Med12"
"4903","Rpa2"
"4904","Zfp954"
"4905","Rfc5"
"4906","Usp13"
"4907","Dennd2a"
"4908","Mapk7"
"4909","Slc19a2"
"4910","Tmod1"
"4911","Zfp780b"
"4912","Tmem97"
"4913","Casp9"
"4914","Slc5a5"
"4915","Asxl3"
"4916","Pgpep1"
"4917","Fkbp15"
"4918","Timp3"
"4919","Sft2d3"
"4920","Zfp692"
"4921","Ppif"
"4922","Htr1f"
"4923","Sdc4"
"4924","Kcnq3"
"4925","Smad5"
"4926","Mthfd1l"
"4927","Sorcs1"
"4928","Senp1"
"4929","Igfbp5"
"4930","Slc7a5"
"4931","Adra2a"
"4932","Far2"
"4933","Cyb5d2"
"4934","Kcnab3"
"4935","Hemk1"
"4936","Unc119b"
"4937","Qser1"
"4938","L2hgdh"
"4939","Ankrd49"
"4940","Pde7a"
"4941","Ift140"
"4942","Csgalnact2"
"4943","Krba1"
"4944","Amer3"
"4945","Gss"
"4946","Kcnc4"
"4947","Mpzl1"
"4948","Pus10"
"4949","Pard3"
"4950","Tmem88b"
"4951","Tdp1"
"4952","Bcorl1"
"4953","Ccdc86"
"4954","Ulk3"
"4955","Tubgcp4"
"4956","Smg8"
"4957","Tmem231"
"4958","Zfp235"
"4959","Qpctl"
"4960","Arhgef1"
"4961","Doc2a"
"4962","Kdm5d"
"4963","Zgpat"
"4964","Rasd2"
"4965","Crocc"
"4966","Pla2g6"
"4967","Amacr"
"4968","Pde3b"
"4969","Cep78"
"4970","Nckap5"
"4971","Abcd4"
"4972","Zw10"
"4973","Sox8"
"4974","Igsf3"
"4975","Slc25a42"
"4976","Ddx51"
"4977","Gabrg1"
"4978","Dnajc28"
"4979","St5"
"4980","Sema4g"
"4981","Zfp574"
"4982","Tmem63c"
"4983","Soat1"
"4984","Ano8"
"4985","Ell"
"4986","Chic2"
"4987","Mdm1"
"4988","Hirip3"
"4989","Slc22a15"
"4990","Hrasls"
"4991","Trp53i11"
"4992","Gpsm2"
"4993","Atf3"
"4994","Idh2"
"4995","Arvcf"
"4996","Tstd2"
"4997","Cers6"
"4998","Elmsan1"
"4999","C2cd3"
"5000","Hdac7"
"5001","Tmem181b-ps"
"5002","Smc4"
"5003","Slc16a7"
"5004","Zbtb6"
"5005","Gfra2"
"5006","Trim36"
"5007","Ap4b1"
"5008","Lrrtm3"
"5009","Map2k3"
"5010","Csf2ra"
"5011","Eepd1"
"5012","Lysmd3"
"5013","Fdxr"
"5014","Rftn1"
"5015","Ankrd13a"
"5016","Fkbp9"
"5017","Osbpl3"
"5018","Cep63"
"5019","Kctd12b"
"5020","Rhobtb3"
"5021","Pacsin2"
"5022","Nlrx1"
"5023","Lrriq1"
"5024","Tbc1d30"
"5025","Bag2"
"5026","Cenpt"
"5027","Lrfn3"
"5028","Eaf1"
"5029","Gtf3c5"
"5030","Snip1"
"5031","Ssfa2"
"5032","Rab31"
"5033","Zfp777"
"5034","Ccdc88c"
"5035","Ccnt1"
"5036","Gprin3"
"5037","Zbtb1"
"5038","Dact2"
"5039","Hdac10"
"5040","Ddah1"
"5041","Pla2g16"
"5042","Zfp553"
"5043","R3hcc1"
"5044","Grm2"
"5045","Setd6"
"5046","Plk3"
"5047","Bbs2"
"5048","Gm9899"
"5049","Cygb"
"5050","Lbr"
"5051","Adra1d"
"5052","Mtmr14"
"5053","Pde12"
"5054","Dcp1a"
"5055","Srl"
"5056","Zfp668"
"5057","Alg9"
"5058","Sh3bgrl2"
"5059","Qsox1"
"5060","Iglon5"
"5061","Cdan1"
"5062","Zfp518b"
"5063","Cebpa"
"5064","Dbr1"
"5065","Ankrd9"
"5066","Dfna5"
"5067","Elmod3"
"5068","Atad2"
"5069","Slc35c1"
"5070","Aars2"
"5071","Tbc1d8"
"5072","Trp53"
"5073","Axin2"
"5074","Trhde"
"5075","Zcchc3"
"5076","Dcun1d3"
"5077","E2f6"
"5078","Zswim3"
"5079","Plxna3"
"5080","Fance"
"5081","G6pdx"
"5082","Garnl3"
"5083","Grik4"
"5084","Fam198b"
"5085","P2rx4"
"5086","Ikzf2"
"5087","Simc1"
"5088","Gdpgp1"
"5089","Eps8"
"5090","Irf3"
"5091","Rfx5"
"5092","Foxred2"
"5093","Top3b"
"5094","Ptprt"
"5095","Ttll12"
"5096","Adamtsl1"
"5097","Fgf9"
"5098","Tbccd1"
"5099","Clp1"
"5100","Sirt1"
"5101","Map3k5"
"5102","Lix1l"
"5103","Egfl6"
"5104","Chadl"
"5105","Polr3c"
"5106","Lss"
"5107","Actn2"
"5108","Dpyd"
"5109","Dctd"
"5110","Slc29a3"
"5111","Polk"
"5112","Samd14"
"5113","Galnt14"
"5114","Dph1"
"5115","Spry3"
"5116","Rrp8"
"5117","Zfp212"
"5118","Itga6"
"5119","Paqr9"
"5120","Slc25a37"
"5121","Ilvbl"
"5122","Slc29a2"
"5123","Pola1"
"5124","Slc6a9"
"5125","Dclre1a"
"5126","Cep192"
"5127","Gpatch2l"
"5128","Kitl"
"5129","Ccdc77"
"5130","Med26"
"5131","Lrrc61"
"5132","Nol3"
"5133","Tbc1d20"
"5134","Tbl2"
"5135","Txnl4b"
"5136","Bag3"
"5137","Zfp280b"
"5138","Chrna4"
"5139","Syngap1"
"5140","Gltp"
"5141","Kcnn1"
"5142","Wars2"
"5143","Setd4"
"5144","Pitpnm3"
"5145","Cdc42ep3"
"5146","Zfp316"
"5147","Ephb1"
"5148","Pcsk5"
"5149","Pllp"
"5150","Mad2l1bp"
"5151","Serinc2"
"5152","Shb"
"5153","Tmem120b"
"5154","Pfkfb4"
"5155","Serpinh1"
"5156","Clec11a"
"5157","Ttc38"
"5158","Gfra1"
"5159","Rxrg"
"5160","Zfp784"
"5161","Hcrtr2"
"5162","Harbi1"
"5163","Csf1r"
"5164","Tmem144"
"5165","Tmbim1"
"5166","Zmynd10"
"5167","Ppp2r1b"
"5168","Gab2"
"5169","Necab3"
"5170","Cln6"
"5171","Casp3"
"5172","Ccdc134"
