"","x"
"6447","Lrrc38"
"6448","Bpifb2"
"6449","Chrnb3"
"6450","Tmem26"
"6451","Trim6"
"6452","Gpnmb"
"6453","Tdrd9"
"6454","Neurog3"
"6455","Trim69"
"6456","Flg2"
"6457","Lif"
"6458","Bmp8b"
"6459","Hoxa11"
"6460","Gm6583"
"6461","Rasef"
"6462","St6galnac1"
"6463","Qrich2"
"6464","Ifi44"
"6465","Foxd3"
"6466","Ush1c"
"6467","Apoa5"
"6468","Aipl1"
"6469","Cd180"
"6470","Lax1"
"6471","Elf4"
"6472","Ebf2"
"6473","Gabrq"
"6474","Fmo2"
"6475","Slc22a14"
"6476","Cd19"
"6477","Abca12"
"6478","Rhcg"
"6479","Tgm1"
"6480","Klrg2"
"6481","Calcr"
"6482","Lyg2"
"6483","Ppef2"
"6484","Ankrd33"
"6485","Cckar"
"6486","Nepn"
"6487","Hnf1b"
"6488","Bcl2l14"
"6489","Svopl"
"6490","Wnt9b"
"6491","Bhmt2"
"6492","Gabrp"
"6493","Pga5"
"6494","Pmel"
"6495","Prps1l1"
"6496","Krt18"
"6497","Card11"
"6498","Insm2"
"6499","Krt78"
"6500","Slc4a5"
"6501","Stc2"
"6502","Myog"
"6503","Gfi1"
"6504","Rho"
"6505","Als2cr11"
"6506","Mmp25"
"6507","Dusp9"
"6508","Actbl2"
"6509","Abca14"
"6510","Epha1"
"6511","Npy4r"
"6512","Rasgef1c"
"6513","Ptgfr"
"6514","Fezf1"
"6515","Gm19466"
"6516","4930431p03rik"
"6517","Gm18409"
"6518","D7ertd143e"
"6519","Nxf3"
"6520","Hes3"
"6521","Dkk1"
"6522","Kcna7"
"6523","Btn2a2"
"6524","Hoxd9"
"6525","Abca15"
"6526","Uts2r"
"6527","Rbbp8nl"
"6528","Macc1"
"6529","Ceacam19"
"6530","Oas3"
"6531","Ercc6l"
"6532","Zbtb32"
"6533","Tg"
"6534","Pdcd1lg2"
"6535","Mos"
"6536","Gja8"
"6537","Lhx5"
"6538","Gpr141"
"6539","Atp1b4"
"6540","Slc6a2"
"6541","Tusc5"
"6542","Bmp15"
"6543","Clic6"
"6544","Chst13"
"6545","Fam217a"
"6546","Pgk2"
"6547","Sp5"
"6548","Mrgprg"
"6549","Trim31"
"6550","Osr2"
"6551","Krt36"
"6552","Elf3"
"6553","Rnf183"
"6554","Sost"
"6555","Hsd11b2"
"6556","Cxcr3"
"6557","Kcnj1"
"6558","Myo1f"
"6559","Krt84"
"6560","Nmur1"
"6561","Slfnl1"
"6562","Casp14"
"6563","Adam3"
"6564","Oasl1"
"6565","Dlgap5"
"6566","Gm853"
"6567","Gabre"
"6568","Trim55"
"6569","Mill1"
"6570","Cnga1"
"6571","Alx1"
"6572","Phox2b"
"6573","Tgfb1"
"6574","Lao1"
"6575","Kif12"
"6576","Mcoln2"
"6577","Irx1"
"6578","Trim75"
"6579","Gpr132"
"6580","Anpep"
"6581","Nfe2"
"6582","Nr1h5"
"6583","Dpys"
"6584","Ccr2"
"6585","Fam83a"
"6586","Vwa5b1"
"6587","Ltf"
"6588","Doxl2"
"6589","Slc34a3"
"6590","Pilra"
"6591","Il1rl2"
"6592","Kctd19"
"6593","Rspo4"
"6594","Matn1"
"6595","Wdr64"
"6596","Fndc3c1"
"6597","Actl11"
"6598","Tmc2"
"6599","Slc22a1"
"6600","Kcnv2"
"6601","Trim14"
"6602","Shisa3"
"6603","Il21r"
"6604","Gprc5a"
"6605","Bmp10"
"6606","Mmp12"
"6607","Slc2a7"
"6608","Fga"
"6609","Sh2d4a"
"6610","Dlx3"
"6611","Stat5a"
"6612","Gm14137"
"6613","Prss50"
"6614","Art5"
"6615","Olfr613"
"6616","Krt20"
"6617","Cldn2"
"6618","Rgr"
"6619","Dnase2b"
"6620","Alox15"
"6621","Pglyrp2"
"6622","Kcnk18"
"6623","Aoc1"
"6624","Kmo"
"6625","Xpnpep2"
"6626","Fam50b"
"6627","Magix"
"6628","Gulo"
"6629","Pctp"
"6630","Piwil4"
"6631","Irs4"
"6632","Gdf3"
"6633","Trem1"
"6634","Fcrla"
"6635","Rab44"
"6636","Slc22a16"
"6637","Crx"
"6638","Tfap2a"
"6639","Sdr9c7"
"6640","Prdm13"
"6641","Aqp6"
"6642","Zyg11a"
"6643","Foxd4"
"6644","Tat"
"6645","Kcnk5"
"6646","Ffar3"
"6647","Fam19a4"
"6648","Mmp13"
"6649","Pla2g2c"
"6650","Adam30"
"6651","Spatc1"
"6652","Otol1"
"6653","Ccdc105"
"6654","Mrgprh"
"6655","Tex22"
"6656","Itih4"
"6657","Saa4"
"6658","Foxi1"
"6659","Hao1"
"6660","Cyp4f39"
"6661","Cd8a"
"6662","Marco"
"6663","Gpr50"
"6664","Cxcr6"
"6665","Ros1"
"6666","Slc17a4"
"6667","Tfec"
"6668","Adam22"
"6669","Myo5a"
"6670","Hcn1"
"6671","Sertm1"
"6672","Akap9"
"6673","Ube2l3"
"6674","Trip12"
"6675","Ktn1"
"6676","Gdpd1"
"6677","Tmem38a"
"6678","Gucy1a2"
"6679","Cnih3"
"6680","Setd5"
"6681","Dhx15"
"6682","Fem1b"
"6683","Trrap"
"6684","Gapvd1"
"6685","Zc2hc1a"
"6686","Aars"
"6687","Hif1a"
"6688","Usp45"
"6689","Usp32"
"6690","Tfrc"
"6691","Dclk2"
"6692","Lemd3"
"6693","Trappc11"
"6694","Dnajc10"
"6695","Hexa"
"6696","Pgrmc2"
"6697","Pde4d"
"6698","Slc35c2"
"6699","Zcchc11"
"6700","Atp8b2"
"6701","Ust"
"6702","Mpp2"
"6703","Coro1b"
"6704","Brms1l"
"6705","Gatad1"
"6706","Ube2g2"
"6707","Plec"
"6708","Flywch1"
"6709","Akap17b"
"6710","Atn1"
"6711","Grip1"
"6712","Sart1"
"6713","Psme3"
"6714","Asxl1"
"6715","Trip11"
"6716","Tm9sf1"
"6717","Fam222b"
"6718","Sc5d"
"6719","Fndc3a"
"6720","Sugp1"
"6721","Ing3"
"6722","Msh3"
"6723","Spats2l"
"6724","Herc4"
"6725","Arf6"
"6726","Iffo1"
"6727","Rap2c"
"6728","Rasa3"
"6729","Samd5"
"6730","Prkdc"
"6731","Nfkbiz"
"6732","Zranb3"
"6733","Utp6"
"6734","Inip"
"6735","Igbp1"
"6736","Cnot6"
"6737","Szt2"
"6738","Foxo6"
"6739","Zfp422"
"6740","Ikbkg"
"6741","Cd164"
"6742","Plekhm3"
"6743","Cc2d2a"
"6744","Adsl"
"6745","Zkscan6"
"6746","Sp1"
"6747","Ralb"
"6748","Tead1"
"6749","Cd320"
"6750","Lrch3"
"6751","Sarm1"
"6752","Thtpa"
"6753","Magee2"
"6754","Ighmbp2"
"6755","Pcsk7"
"6756","Npy5r"
"6757","Rhbdd3"
"6758","Sav1"
"6759","Zbtb21"
"6760","Epas1"
"6761","Nek4"
"6762","Lrsam1"
"6763","Capn10"
"6764","Rnd3"
"6765","Ogdhl"
"6766","Rgmb"
"6767","Gpr176"
"6768","Mst1r"
"6769","Zfp319"
"6770","Taf5"
"6771","Sbno2"
"6772","Atad5"
"6773","Daam2"
"6774","Fbxo46"
"6775","Reck"
"6776","Rccd1"
"6777","Shd"
"6778","Zfp438"
"6779","Epor"
"6780","Gm11992"
"6781","Mob1b"
"6782","Pola2"
"6783","Crybg3"
"6784","Sox18"
"6785","Dtx2"
"6786","Ak7"
"6787","9430091e24rik"
"6788","Fzd5"
"6789","Tnfrsf11a"
"6790","Wdfy2"
"6791","Notch4"
"6792","Ccdc125"
"6793","Fzd4"
"6794","Cd163l1"
"6795","Slc26a1"
"6796","Fam83h"
"6797","Ccnb1"
"6798","Tcf19"
"6799","Rnf17"
"6800","Esyt1"
"6801","Mctp2"
"6802","Gpr4"
"6803","B3gnt6"
"6804","Gli1"
"6805","Plekhg4"
"6806","Crb1"
"6807","Myh15"
"6808","Tmem236"
"6809","Zfp385c"
"6810","Lyl1"
"6811","Irx5"
"6812","Ankdd1b"
"6813","Syt2"
"6814","Vnn3"
"6815","Mmrn1"
"6816","E030019b13rik"
"6817","Dmbx1"
"6818","Bpifb6"
"6819","Arid3c"
"6820","Pde6c"
"6821","Arl11"
"6822","Wee2"
"6823","Zfp750"
"6824","Hand2"
"6825","Ggt6"
"6826","Gcnt7"
"6827","Nudcd3"
"6828","Prpf4b"
"6829","Gnl3l"
"6830","Pi4ka"
"6831","Vps41"
"6832","Svop"
"6833","Nemf"
"6834","Map2k4"
"6835","Rala"
"6836","Arhgap44"
"6837","Opa1"
"6838","Btbd10"
"6839","Smarcc2"
"6840","Pcm1"
"6841","Fasn"
"6842","Dnmt3a"
"6843","Pcdh10"
"6844","Fscn1"
"6845","Clstn1"
"6846","Unc79"
"6847","Hook3"
"6848","Trim46"
"6849","Tmem8b"
"6850","Arhgef17"
"6851","Dlst"
"6852","Limd2"
"6853","Kars"
"6854","Me1"
"6855","Dnttip2"
"6856","Zmym5"
"6857","Pmpca"
"6858","Zfp512"
"6859","Ipo13"
"6860","Slc6a8"
"6861","Anp32e"
"6862","Gdap1l1"
"6863","Insr"
"6864","Nmnat2"
"6865","Dyrk1a"
"6866","Fbxo18"
"6867","Tusc2"
"6868","Mtmr4"
"6869","Arl5a"
"6870","Mag"
"6871","Ift46"
"6872","Arid2"
"6873","Mcm3ap"
"6874","Arfrp1"
"6875","Uhrf2"
"6876","Orai3"
"6877","Cadm4"
"6878","Dgke"
"6879","Klhl13"
"6880","Dhx33"
"6881","Stau1"
"6882","Sec24b"
"6883","Wdr17"
"6884","Fosl2"
"6885","Zranb1"
"6886","Celf6"
"6887","Pigu"
"6888","Rragd"
"6889","Acaca"
"6890","Ryk"
"6891","Fah"
"6892","Ftsj1"
"6893","Cdh12"
"6894","Zfp68"
"6895","Npat"
"6896","Galnt1"
"6897","Kat8"
"6898","Ppp2r3a"
"6899","Lipa"
"6900","Dhx38"
"6901","Otud1"
"6902","Umps"
"6903","Itgav"
"6904","Dpf2"
"6905","Mfsd3"
"6906","Rnd1"
"6907","Pofut2"
"6908","S1pr1"
"6909","Fndc1"
"6910","Hip1"
"6911","Pde9a"
"6912","Plekhb1"
"6913","Gtpbp3"
"6914","Necap2"
"6915","Actl6a"
"6916","Nop9"
"6917","Ints9"
"6918","Urb1"
"6919","Zfpm2"
"6920","Lmf2"
"6921","Polr1e"
"6922","Pag1"
"6923","Kctd7"
"6924","Exo5"
"6925","Hook2"
"6926","Arl4c"
"6927","Orai1"
"6928","Tmem63a"
"6929","Ndnf"
"6930","Casp2"
"6931","Slc9a3r1"
"6932","Dyrk1b"
"6933","Mettl13"
"6934","Scd3"
"6935","Optn"
"6936","Samd10"
"6937","Myh11"
"6938","Glra2"
"6939","Helb"
"6940","Aldh16a1"
"6941","Gramd3"
"6942","S1pr3"
"6943","Fam71a"
"6944","Lcp1"
"6945","Spsb1"
"6946","Plekhg3"
"6947","Slc40a1"
"6948","C3ar1"
"6949","Cdh24"
"6950","Dram1"
"6951","Gem"
"6952","Cped1"
"6953","Thbs1"
"6954","Prss57"
"6955","Hic1"
"6956","Lpxn"
"6957","Hhatl"
"6958","Hebp2"
"6959","Tgm3"
"6960","Bend7"
"6961","Dnah17"
"6962","Ncf2"
"6963","Sfrp2"
"6964","Cd244"
"6965","Col17a1"
"6966","Pgm5"
"6967","Snai1"
"6968","B930025p03rik"
"6969","Liph"
"6970","Fam169b"
"6971","Hcls1"
"6972","Gpr149"
"6973","Klhdc7a"
"6974","Irgc1"
"6975","Tktl2"
"6976","Lpin3"
"6977","Slc2a4"
"6978","Tmprss11f"
"6979","Pik3ap1"
"6980","Aoc3"
"6981","Slc12a3"
"6982","Kcnn4"
"6983","Cyp2b19"
"6984","Foxi2"
"6985","Gdpd4"
"6986","Gprc6a"
"6987","Tbx21"
"6988","C7"
"6989","Ttc39d"
"6990","Nisch"
"6991","Tomm20"
"6992","Sorcs3"
"6993","Dmtn"
"6994","Abhd12"
"6995","Dync1i1"
"6996","Rasa1"
"6997","Sema3e"
"6998","Src"
"6999","Eif4b"
"7000","Chrm3"
"7001","Clns1a"
"7002","Stox2"
"7003","Cdipt"
"7004","Ddx46"
"7005","Caskin1"
"7006","Cul1"
"7007","Hnrnpm"
"7008","Zdhhc17"
"7009","Golgb1"
"7010","Plxna1"
"7011","Zfp260"
"7012","Ccny"
"7013","Klhl23"
"7014","Rap1gap"
"7015","Dpy19l3"
"7016","Med29"
"7017","Cul2"
"7018","Slc37a3"
"7019","Alg2"
"7020","Tmem150c"
"7021","Mtus2"
"7022","Exoc7"
"7023","Fbll1"
"7024","Mvb12b"
"7025","Capn5"
"7026","Shprh"
"7027","Tram1l1"
"7028","Rfwd2"
"7029","Osbp"
"7030","Cd2bp2"
"7031","Irgq"
"7032","Mgat4a"
"7033","Gng12"
"7034","Vps52"
"7035","Npc2"
"7036","Pitpnm2"
"7037","Gpt2"
"7038","Pycr2"
"7039","Mfsd1"
"7040","Gpr162"
"7041","Tmco3"
"7042","Mepce"
"7043","Timmdc1"
"7044","Champ1"
"7045","Utp20"
"7046","Rfx7"
"7047","Ube4a"
"7048","Satb2"
"7049","Crtc1"
"7050","Trmt2a"
"7051","E2f3"
"7052","Gart"
"7053","Sec14l2"
"7054","Erf"
"7055","Rint1"
"7056","Zbtb14"
"7057","Cdk5rap1"
"7058","Slco1c1"
"7059","Lsm11"
"7060","Rassf5"
"7061","Elp6"
"7062","Ppat"
"7063","Fam227a"
"7064","Hexdc"
"7065","Wdtc1"
"7066","Tmem129"
"7067","Dpagt1"
"7068","Farp1"
"7069","Tjap1"
"7070","Polr2a"
"7071","Spg11"
"7072","Tnip1"
"7073","Trpv2"
"7074","Dpp10"
"7075","Aldh18a1"
"7076","Ggcx"
"7077","Ap5z1"
"7078","Ofd1"
"7079","Mgat5b"
"7080","Lmnb2"
"7081","Elovl7"
"7082","Sgk3"
"7083","Radil"
"7084","Klhl11"
"7085","Oxnad1"
"7086","Oma1"
"7087","Fn1"
"7088","Gpank1"
"7089","Mtmr9"
"7090","Adat1"
"7091","Zcwpw1"
"7092","Tmem123"
"7093","Ankrd35"
"7094","Limd1"
"7095","Plcl1"
"7096","Tmem132d"
"7097","Cpm"
"7098","Pvr"
"7099","Ptchd4"
"7100","Ccdc62"
"7101","Clcnka"
"7102","Peg10"
"7103","Slc27a2"
"7104","Prkcd"
"7105","Nek8"
"7106","Bgn"
"7107","Klhdc8a"
"7108","Tfeb"
"7109","Gpr68"
"7110","Npepl1"
"7111","Vasn"
"7112","Rbp1"
"7113","Vwf"
"7114","Ttk"
"7115","Gatsl3"
"7116","Myo5c"
"7117","Tfap4"
"7118","Stap2"
"7119","Ncaph"
"7120","Aplnr"
"7121","Esyt3"
"7122","Pon3"
"7123","Epn3"
"7124","Tcte1"
"7125","Gstcd"
"7126","Tmie"
"7127","Mycbpap"
"7128","Tnfrsf1b"
"7129","Srpx2"
"7130","B3gnt5"
"7131","Gpr35"
"7132","Ankle1"
"7133","Col6a6"
"7134","Gpat2"
"7135","Rab17"
"7136","Opn4"
"7137","Prokr1"
"7138","Cpn2"
"7139","Apob"
"7140","Fut2"
"7141","Six4"
"7142","Pinc"
"7143","Mlkl"
"7144","Gucy1b2"
"7145","Nkx2-3"
"7146","Wdr72"
"7147","Col13a1"
"7148","Gdf9"
"7149","A1cf"
"7150","Hpx"
"7151","Gja10"
"7152","Glis3"
"7153","Il5ra"
"7154","Apol10a"
"7155","Cdh17"
"7156","Tlr9"
"7157","Sh2d7"
"7158","Ms4a15"
"7159","Tmem82"
"7160","En1"
"7161","Usp26"
"7162","Gphb5"
"7163","Prss8"
"7164","Chrnb4"
"7165","Foxd2"
"7166","Sqstm1"
"7167","Pcdh19"
"7168","Nceh1"
"7169","U2surp"
"7170","Cadps"
"7171","Wdr1"
"7172","Snw1"
"7173","Kcnab1"
"7174","C1ql3"
"7175","Usp33"
"7176","Ssrp1"
"7177","Crk"
"7178","Hspa4l"
"7179","Trank1"
"7180","Fh1"
"7181","Sbds"
"7182","Smim14"
"7183","Degs1"
"7184","Syt16"
"7185","Atp13a2"
"7186","Golga4"
"7187","Xpnpep1"
"7188","Wdr45b"
"7189","Nrip1"
"7190","Pde10a"
"7191","Bag5"
"7192","Faf2"
"7193","Scamp3"
"7194","Srrt"
"7195","Tmem87b"
"7196","L3mbtl2"
"7197","Rnf41"
"7198","Atxn2l"
"7199","Qars"
"7200","Abhd8"
"7201","Rnf19a"
"7202","Atg5"
"7203","Ptrh2"
"7204","Ccnt2"
"7205","Acsl6"
"7206","Aifm1"
"7207","Fam57b"
"7208","Slc41a1"
"7209","Klhl26"
"7210","Rbck1"
"7211","Galnt11"
"7212","Msl2"
"7213","Acad8"
"7214","Bmi1"
"7215","Mcoln1"
"7216","Ift52"
"7217","Dpp3"
"7218","Fbxo22"
"7219","Trim41"
"7220","Mtx3"
"7221","Htra1"
"7222","Dazap1"
"7223","Rlf"
"7224","Nom1"
"7225","Paqr8"
"7226","Tnfaip8l3"
"7227","Ctdspl"
"7228","Aida"
"7229","Flii"
"7230","Top1mt"
"7231","Pgm3"
"7232","Golga5"
"7233","Prss23"
"7234","Tmem178b"
"7235","Tspan9"
"7236","Plxnd1"
"7237","Mlst8"
"7238","Mapk6"
"7239","Tmem2"
"7240","Atg4d"
"7241","Tmem110"
"7242","Secisbp2"
"7243","Tmem186"
"7244","Helq"
"7245","Slc29a4"
"7246","Rad54l2"
"7247","Dffb"
"7248","Zfp113"
"7249","Ankrd42"
"7250","Zfp36l2"
"7251","Nsun5"
"7252","Ulk4"
"7253","Isg20l2"
"7254","Ap1g2"
"7255","Atf5"
"7256","Bcl2"
"7257","Lamc1"
"7258","Elovl1"
"7259","Dnah1"
"7260","Mlh1"
"7261","Bmpr1b"
"7262","Pold2"
"7263","Kcnk3"
"7264","Gpr161"
"7265","Sympk"
"7266","Glt1d1"
"7267","Pus7l"
"7268","Ezh2"
"7269","Tpbg"
"7270","Pgm1"
"7271","Abcb4"
"7272","Mcm7"
"7273","Palm3"
"7274","Krt9"
"7275","Boc"
"7276","Hinfp"
"7277","Efna1"
"7278","Lgi2"
"7279","Mob3c"
"7280","Creb3l2"
"7281","Wnt3"
"7282","Shmt1"
"7283","Cd14"
"7284","Mmp14"
"7285","Eln"
"7286","Foxc1"
"7287","Hmgcs2"
"7288","Plag1"
"7289","Afap1l2"
"7290","Wdr27"
"7291","Adra1a"
"7292","Ticam1"
"7293","Fgf16"
"7294","Apln"
"7295","Gm7444"
"7296","Rlbp1"
"7297","Bcar3"
"7298","Foxf2"
"7299","C4bp"
"7300","Gpr165"
"7301","Itga2b"
"7302","Parvg"
"7303","Fam69c"
"7304","Sspo"
"7305","Mroh2a"
"7306","Kcnd1"
"7307","Zfp473"
"7308","Sele"
"7309","Map3k19"
"7310","Cdhr3"
"7311","Fes"
"7312","Plekha4"
"7313","Pth2r"
"7314","Dhrs11"
"7315","Prrt4"
"7316","Lpar2"
"7317","Smtnl2"
"7318","Gm11545"
"7319","Adamtsl5"
"7320","Sh2d2a"
"7321","Col4a6"
"7322","Ush1g"
"7323","Mmp8"
"7324","Wdr93"
"7325","Gabra6"
"7326","Pou4f2"
"7327","Ankrd36"
"7328","Slc36a3"
"7329","Sfrp5"
"7330","Tgm5"
"7331","Steap4"
"7332","Fut4-ps1"
"7333","D830046c22rik"
"7334","Sppl2c"
"7335","Esrp2"
"7336","Hlx"
"7337","Rorc"
"7338","Sox14"
"7339","Emilin3"
"7340","Ankar"
"7341","Bnip3l"
"7342","Nptx1"
"7343","Tm9sf3"
"7344","Pou3f1"
"7345","Sobp"
"7346","Cdh2"
"7347","Immt"
"7348","Dhx36"
"7349","Safb"
"7350","Cacna2d3"
"7351","Pin1"
"7352","Cplx1"
"7353","Kbtbd11"
"7354","Kcnj4"
"7355","Zfp91"
"7356","Nipbl"
"7357","Slc3a2"
"7358","Supt16"
"7359","Chpf"
"7360","Ndufaf5"
"7361","Tbc1d24"
"7362","Mrpl49"
"7363","Atf6b"
"7364","Hdac3"
"7365","Mog"
"7366","Pip4k2a"
"7367","Anapc1"
"7368","Pik3r2"
"7369","Adam10"
"7370","Ncaph2"
"7371","Tmub2"
"7372","Dlg1"
"7373","Fut8"
"7374","Ireb2"
"7375","Senp5"
"7376","Ss18l1"
"7377","Tmem131"
"7378","Fktn"
"7379","Eml1"
"7380","Nkap"
"7381","Pomgnt1"
"7382","Plbd2"
"7383","Ppfia4"
"7384","Nop14"
"7385","Magi1"
"7386","Ddx27"
"7387","Mapk1ip1l"
"7388","Btaf1"
"7389","Psph"
"7390","Inpp5j"
"7391","Zfp532"
"7392","Fras1"
"7393","Cxxc4"
"7394","Clasrp"
"7395","Zfp715"
"7396","Tmem178"
"7397","Ralgapa2"
"7398","Pygo2"
"7399","Trafd1"
"7400","Osgep"
"7401","Dnlz"
"7402","Acadm"
"7403","Gid8"
"7404","Ankfy1"
"7405","Lrrc47"
"7406","Trim27"
"7407","Myrip"
"7408","Eif2d"
"7409","Man2b1"
"7410","Rbm45"
"7411","Map3k10"
"7412","Zfp335"
"7413","Elmo1"
"7414","Brap"
"7415","Mbd6"
"7416","Specc1l"
"7417","Tagln"
"7418","Klhl34"
"7419","Fam13b"
"7420","Mlc1"
"7421","Tbc1d5"
"7422","Dhx16"
"7423","Cdkn1b"
"7424","Topbp1"
"7425","Mfsd10"
"7426","Adnp2"
"7427","Ctdp1"
"7428","Dhx35"
"7429","Nmral1"
"7430","Atr"
"7431","Tln1"
"7432","Fstl5"
"7433","Rerg"
"7434","Nutf2"
"7435","Chrm4"
"7436","Tril"
"7437","Mtus1"
"7438","R3hcc1l"
"7439","Galk1"
"7440","Ldlr"
"7441","Rsph4a"
"7442","Rpusd4"
"7443","Prex2"
"7444","Stk35"
"7445","Polr1b"
"7446","Etv6"
"7447","Ptar1"
"7448","Setmar"
"7449","Cckbr"
"7450","Zfp575"
"7451","Bahcc1"
"7452","Zfhx3"
"7453","Ncapd2"
"7454","Zfp641"
"7455","Lypd6"
"7456","Scml4"
"7457","Myt1"
"7458","Blm"
"7459","Usp51"
"7460","Crebl2"
"7461","Lrrc1"
"7462","Ccdc155"
"7463","Tox2"
"7464","Cdyl"
"7465","Arx"
"7466","Dio2"
"7467","Gldc"
"7468","Mrap2"
"7469","Prox1"
"7470","Pabpc4l"
"7471","Ddx58"
"7472","Lrmp"
"7473","Armc3"
"7474","Samd9l"
"7475","Dlec1"
"7476","Arhgap25"
"7477","Tbxa2r"
"7478","Prkch"
"7479","Mtmr11"
"7480","Pkhd1l1"
"7481","Sgpp2"
"7482","Mfsd7a"
"7483","Adamts15"
"7484","C5ar1"
"7485","Neurl3"
"7486","Csf3r"
"7487","Hsf2bp"
"7488","Nlrc5"
"7489","Esm1"
"7490","Arhgef33"
"7491","Trim72"
"7492","Kif15"
"7493","Bin2"
"7494","Spn"
"7495","Cdh1"
"7496","Fgf17"
"7497","Pla2g4c"
"7498","Txndc2"
"7499","Kcnq4"
"7500","Sigirr"
"7501","Itih2"
"7502","Rhbdf2"
"7503","Cngb3"
"7504","Gsx1"
"7505","Agbl1"
"7506","Slfn14"
"7507","Acot12"
"7508","Ano7"
"7509","Acap1"
"7510","Prss44"
"7511","Tmem102"
"7512","Tmem72"
"7513","Tspyl4"
"7514","Reep5"
"7515","Etv1"
"7516","Ptprd"
"7517","Kmt2a"
"7518","Ubl3"
"7519","Bptf"
"7520","Thoc2"
"7521","Mapre2"
"7522","Runx1t1"
"7523","Pdia3"
"7524","Ogdh"
"7525","Pcdh20"
"7526","Armcx3"
"7527","Brinp2"
"7528","Rad23b"
"7529","Gas5"
"7530","Hspbp1"
"7531","Cacna1d"
"7532","Knop1"
"7533","Ext1"
"7534","Arhgdia"
"7535","Hapln4"
"7536","Ptpre"
"7537","Tet3"
"7538","Ncbp1"
"7539","Atg12"
"7540","Ptpn11"
"7541","Ccnl2"
"7542","Ube2h"
"7543","Mlx"
"7544","Ei24"
"7545","Arhgef4"
"7546","Paf1"
"7547","Apbb2"
"7548","Dmwd"
"7549","Socs5"
"7550","Sik3"
"7551","Cdc16"
"7552","Yipf3"
"7553","Mul1"
"7554","Neto1"
"7555","Fam131b"
"7556","Reps1"
"7557","Wdr77"
"7558","Lamp5"
"7559","Ppp2r5b"
"7560","Itga8"
"7561","Tmem64"
"7562","Dtx4"
"7563","Tjp1"
"7564","Mxi1"
"7565","Pkn2"
"7566","Coq10a"
"7567","Zfp831"
"7568","Sgpp1"
"7569","Clk2"
"7570","Tcp11l2"
"7571","Hmgxb4"
"7572","Stk3"
"7573","Tfcp2"
"7574","Ak3"
"7575","Slc37a4"
"7576","B4galt4"
"7577","Pcid2"
"7578","Sdc2"
"7579","Slc44a5"
"7580","Nyap1"
"7581","Scfd2"
"7582","Mmab"
"7583","Dis3l2"
"7584","Pter"
"7585","Frmd6"
"7586","Ubxn7"
"7587","Cab39l"
"7588","Tspan33"
"7589","Stxbp2"
"7590","D16ertd472e"
"7591","Sdccag8"
"7592","Stat3"
"7593","Edem1"
"7594","Apeh"
"7595","Parp11"
"7596","Fam219b"
"7597","Ephx1"
"7598","Sertad1"
"7599","Usp27x"
"7600","Mynn"
"7601","Chrm5"
"7602","Zfp518a"
"7603","Stard5"
"7604","Esam"
"7605","Zswim5"
"7606","Zbtb34"
"7607","Slc46a1"
"7608","Foxo1"
"7609","Olfm2"
"7610","Stard13"
"7611","Lhfp"
"7612","Mertk"
"7613","Lpcat1"
"7614","Mtmr10"
"7615","B3gat2"
"7616","Itga7"
"7617","Ralgps1"
"7618","Ctsk"
"7619","Samd4"
"7620","Pigb"
"7621","Mex3a"
"7622","Trim45"
"7623","Dennd3"
"7624","Sulf1"
"7625","Rxfp1"
"7626","Ces5a"
"7627","Btbd16"
"7628","Ptk7"
"7629","Eml3"
"7630","Kif26a"
"7631","Col6a5"
"7632","Mkrn3"
"7633","Cenpe"
"7634","Mmp15"
"7635","Hif3a"
"7636","Ifi35"
"7637","Lin28b"
"7638","Ccdc116"
"7639","Fbxo30"
"7640","Ppp1r3g"
"7641","Zbtb12"
"7642","Lamc3"
"7643","Ccr1"
"7644","Itgb8"
"7645","Otx1"
"7646","Rnf223"
"7647","Emid1"
"7648","Gpr157"
"7649","Hhat"
"7650","Myb"
"7651","Sp9"
"7652","Atp1a4"
"7653","Slc12a8"
"7654","Zbtb7c"
"7655","Txlnb"
"7656","Mrc2"
"7657","Npr1"
"7658","Mapkapk3"
"7659","Vwce"
"7660","Prph"
"7661","Cd274"
"7662","Neil2"
"7663","Tll1"
"7664","Pkn3"
"7665","Erg"
"7666","Kbtbd12"
"7667","Cbx2"
"7668","Zmynd15"
"7669","Nos2"
"7670","Guca1b"
"7671","Il12b"
"7672","Sgcg"
"7673","Wt1"
"7674","Endou"
"7675","Catsper4"
"7676","Agmat"
"7677","Mov10l1"
"7678","Aox2"
"7679","Abcb11"
"7680","Amh"
"7681","Gp2"
"7682","Sectm1a"
"7683","Gdf2"
"7684","Vwa2"
"7685","Naaladl1"
"7686","Myod1"
"7687","Ggnbp2"
"7688","Plxna2"
"7689","Arel1"
"7690","Gmfb"
"7691","Rapgef2"
"7692","Btbd1"
"7693","Copa"
"7694","Atcay"
"7695","Me3"
"7696","Tnpo2"
"7697","Mga"
"7698","Supt6"
"7699","Cry2"
"7700","Ralbp1"
"7701","Cpeb3"
"7702","Zfp322a"
"7703","Rab1b"
"7704","Nap1l3"
"7705","Hexim1"
"7706","Drp2"
"7707","Tmem57"
"7708","Gpc1"
"7709","Map2k2"
"7710","Rin1"
"7711","Rev3l"
"7712","Sulf2"
"7713","Usp20"
"7714","Dohh"
"7715","Baz2b"
"7716","Gmcl1"
"7717","Efnb2"
"7718","Kat7"
"7719","Stx5a"
"7720","Prex1"
"7721","Ift81"
"7722","Arf2"
"7723","Bop1"
